,dataset,n_cols,has_sex_or_gender_column,cols
384,electricsheepafrica/displacement-informal-settlements-africa,20,False,"['country', 'city', 'settlement', 'year', 'displacement_trigger', 'evicted', 'households_affected', 'resettlement_type', 'adequate_housing', 'recovery_years', 'compensation_received_usd', 'legal_recourse_available', 'notice_given_days', 'court_order_obtained', 'community_consultation', 'alternative_land_provided', 'follow_up_survey_available', 'psychological_impact', 'economic_impact_score', 'housing_quality_change']"
385,electricsheepafrica/rental-housing-market-africa,22,False,"['country', 'city', 'year', 'rental_type', 'monthly_rent_usd', 'annual_rent_usd', 'tenant_annual_income_usd', 'rent_to_income_pct', 'rent_increase_last_12m_pct', 'security_of_tenure', 'lease_term_months', 'written_lease', 'landlord_type', 'landlord_responsiveness', 'maintenance_responsibility', 'utility_included', 'deposit_required_usd', 'payment_ regularity', 'rent_arrears', 'tenant_tenure_years', 'willingness_to_buy', 'perceived_value']"
386,electricsheepafrica/youth-employment-africa,16,True,"['country', 'country_code', 'year', 'gender', 'age_group', 'urban_rural', 'education_level', 'neet_status', 'is_neet', 'employment_sector', 'job_seeking_behavior', 'primary_barrier', 'is_formal_employment', 'has_social_protection', 'monthly_wage_usd', 'scenario']"
387,electricsheepafrica/informal-sector-employment-africa,16,True,"['country', 'country_code', 'year', 'gender', 'age_group', 'sector', 'employment_status', 'informal_employment_type', 'is_informal', 'gig_worker_type', 'wage_type', 'monthly_wage_usd', 'has_social_protection', 'has_pension', 'has_health_insurance', 'scenario']"
388,electricsheepafrica/labor-force-participation-africa,13,True,"['country', 'country_code', 'year', 'gender', 'age_group', 'urban_rural', 'education_level', 'in_labor_force', 'labor_force_status', 'employment_type', 'weekly_hours', 'is_underemployed', 'scenario']"
389,electricsheepafrica/formal-sector-jobs-africa,17,True,"['country', 'country_code', 'year', 'gender', 'age_group', 'education_level', 'sector', 'employer_type', 'is_formal', 'contract_type', 'is_permanent', 'is_union_member', 'monthly_wage_usd', 'has_pension', 'has_health_insurance', 'has_paid_leave', 'scenario']"
390,electricsheepafrica/employment-quality-africa,14,True,"['country', 'country_code', 'year', 'gender', 'age_group', 'education_level', 'is_formal', 'has_adequate_hours', 'has_adequate_income', 'has_social_protection', 'has_training', 'has_workplace_rights', 'decent_work_score', 'scenario']"
391,electricsheepafrica/wage-distribution-africa,12,True,"['country', 'country_code', 'year', 'gender', 'age_group', 'education_level', 'sector', 'is_formal', 'monthly_wage_usd', 'hourly_wage_usd', 'annual_wage_usd', 'scenario']"
392,electricsheepafrica/labor-productivity-africa,11,False,"['country', 'country_code', 'year', 'sector', 'firm_size', 'technology_level', 'export_orientation', 'labor_productivity_usd', 'value_added_per_worker', 'output_per_hour', 'scenario']"
393,electricsheepafrica/job-creation-entrepreneurship-africa,16,True,"['country', 'country_code', 'year', 'gender', 'age_group', 'education_level', 'business_type', 'business_sector', 'business_age', 'financing_source', 'has_employees', 'num_employees', 'annual_revenue_usd', 'is_growth_oriented', 'uses_digital_technology', 'scenario']"
394,electricsheepafrica/skills-mismatch-africa,16,True,"['country', 'country_code', 'year', 'gender', 'age_group', 'education_level', 'occupation_skill_level', 'education_job_match', 'technical_skills_gap', 'soft_skills_gap', 'digital_skills_level', 'is_overqualified', 'is_underqualified', 'is_matched', 'mismatch_index', 'scenario']"
395,electricsheepafrica/poverty-headcount-africa,6,False,"['country', 'year', 'poverty_line', 'headcount_ratio', 'population_below', 'total_population']"
396,electricsheepafrica/multidimensional-poverty-africa,10,False,"['country', 'year', 'mpi', 'headcount_ratio', 'intensity', 'health_deprivation', 'education_deprivation', 'living_standards_deprivation', 'is_poor', 'is_severely_poor']"
397,electricsheepafrica/income-inequality-africa,7,False,"['country', 'year', 'gini_coefficient', 'palma_ratio', 'top_10_income_share', 'bottom_40_income_share', 'coefficient_of_variation']"
398,electricsheepafrica/social-protection-coverage-africa,8,False,"['country', 'year', 'social_protection_coverage', 'pension_coverage', 'health_protection_coverage', 'unemployment_benefits_coverage', 'disability_benefits_coverage', 'has_any_coverage']"
399,electricsheepafrica/safety-net-programs-africa,9,False,"['country', 'year', 'total_beneficiaries_ratio', 'cash_transfers_coverage', 'public_works_coverage', 'food_assistance_coverage', 'school_feeding_coverage', 'has_safety_net', 'num_programs_active']"
400,electricsheepafrica/extreme-poverty-trends-africa,7,False,"['country', 'year', 'poverty_rate_2.15', 'poverty_gap_2.15', 'severely_poor_ratio', 'is_extreme_poor', 'income_per_day_usd']"
401,electricsheepafrica/labor-income-poverty-africa,8,False,"['country', 'year', 'working_poverty_rate', 'income_gap_3.65', 'average_daily_income_usd', 'formal_employment_rate', 'is_working_poor', 'minimum_wage_compliance']"
402,electricsheepafrica/vulnerable-employment-africa,9,False,"['country', 'year', 'vulnerable_employment_rate', 'informal_employment_rate', 'working_poor_rate', 'youth_unemployment_rate', 'is_vulnerable_worker', 'self_employment_rate', 'family_worker_rate']"
403,PiriPiri71/spotify-tracks-dataset,21,False,"['Unnamed: 0', 'track_id', 'artists', 'album_name', 'track_name', 'popularity', 'duration_ms', 'explicit', 'danceability', 'energy', 'key', 'loudness', 'mode', 'speechiness', 'acousticness', 'instrumentalness', 'liveness', 'valence', 'tempo', 'time_signature', 'track_genre']"
404,electricsheepafrica/electricity-generation-mix-africa,47,False,"['country', 'utility', 'year', 'fuel_type', 'plant_name', 'plant_id', 'capacity_mw', 'capacity_additions_mw', 'generation_gwh', 'dispatched_gwh', 'curtailed_gwh', 'curtailment_rate_pct', 'capacity_factor_pct', 'plant_efficiency_pct', 'ppa_price_usd_mwh', 'ppa_capacity_payment_usd_million', 'ppa_energy_payment_usd_million', 'ppa_tenure_years', 'ppa_status', 'dispatch_priority_score', 'dispatch_reliability_pct', 'plant_age_years', 'remaining_lifetime_years', 'decommissioning_year', 'grid_connection_voltage_kv', 'interconnection_type', 'transmission_distance_km', 'permit_status', 'commissioning_date', 'project_development_cost_usd_million', 'lcoe_usd_mwh', 'emissions_factor_tco2_mwh', 'annual_emissions_tco2', 'environmental_compliance_status', 'carbon_credit_revenue_usd', 'water_withdrawal_m3_mwh', 'land_use_hectares', 'jobs_construction', 'jobs_operation', 'local_content_pct', 'technology_transfer', 'owner_type', 'project_sponsor', 'equity_investor', 'ifa_agreement', 'take_or_pay_clause', 'bankability_score']"
405,electricsheepafrica/transmission-distribution-infrastructure-africa,58,False,"['country', 'year', 'utility_name', 'grid_id', 'transmission_line_km', 'transmission_line_additions_km', 'distribution_line_km', 'distribution_line_additions_km', 'high_voltage_lines_km', 'medium_voltage_lines_km', 'low_voltage_lines_km', 'voltage_high_kv', 'voltage_medium_kv', 'voltage_low_kv', 'substation_count', 'substation_additions', 'transformer_capacity_mva', 'transformer_additions_mva', 'technical_loss_pct', 'non_technical_loss_pct', 'total_loss_pct', 'loss_reduction_investment_usd_million', 'scada_coverage_pct', 'scada_installation_year', 'scada_vendor', 'smart_grid_penetration_pct', 'ami_metering_pct', 'demand_response_capability_pct', 'feeder_count', 'avg_feeder_length_km', 'feeder_load_factor_pct', 'rural_electrification_coverage_pct', 'urban_electrification_coverage_pct', 'overall_coverage_pct', 'unelectrified_population_million', 'grid_interconnection_count', 'interconnection_capacity_mw', 'regional_power_trade_gwh', 'grid_resilience_score', 'frequency_deviation_hz', 'voltage_deviation_pct', 'avg_interruption_hours_cai', 'system_average_interruption_freq', 'saidi_minutes', 'saifi_events', 'caidi_minutes', 'capex_usd_million', 'opex_usd_million', 'maintenance_backlog_usd_million', 'staff_per_1000_customers', 'training_investment_usd', 'automation_level_pct', 'cybersecurity_score', 'data_protection_compliance', 'disaster_recovery_plan', 'regulatory_approval_status', 'environmental_impact_assessment', 'community_engagement_score']"
406,electricsheepafrica/energy-tariff-subsidy-africa,58,False,"['country', 'year', 'utility_id', 'residential_tariff_usd_kwh', 'commercial_tariff_usd_kwh', 'industrial_tariff_usd_kwh', 'effective_industrial_tariff_usd_kwh', 'lifeline_threshold_kwh', 'lifeline_tariff_usd_kwh', 'lifeline_customers_pct', 'lifeline_consumption_share_pct', 'cost_of_service_usd_kwh', 'tariff_cost_recovery_ratio_pct', 'cost_recovery_gap_usd_kwh', 'required_tariff_increase_pct', 'total_subsidy_usd_million', 'subsidy_per_beneficiary_usd', 'subsidy_as_share_of_gdp_pct', 'subsidy_efficiency_pct', 'cross_subsidy_from_industrial_pct', 'cross_subsidy_amount_usd_million', 'cross_subsidy_sustainability_score', 'prepaid_meter_penetration_pct', 'postpaid_meter_penetration_pct', 'smart_meter_penetration_pct', 'estimated_theft_pct', 'avg_household_monthly_income_usd', 'annual_consumption_per_household_kwh', 'annual_bill_per_household_usd', 'bill_as_pct_of_income', 'affordability_5pct_income', 'affordability_10pct_income', 'household_budget_share_for_energy_pct', 'energy_expenditure_quintile1_pct', 'energy_expenditure_quintile5_pct', 'tariff_evolution_2018_index', 'real_tariff_change_pct', 'volumetric_charge_usd_kwh', 'fixed_charge_usd_month', 'demand_charge_usd_kw_month', 'time_of_use_tariff', 'peak_tariff_usd_kwh', 'off_peak_tariff_usd_kwh', 'regulatory_framework', 'tariff_approval_authority', 'tariff_review_frequency_years', 'social_tariff_program', 'social_tariff_beneficiaries', 'targeted_subsidy_vs_universal', 'utility_revenue_requirement_usd_million', 'allowed_roi_pct', 'performance_based_regulation', 'carbon_tax_applied', 'carbon_tax_usd_tco2', 'renewable_energy_surcharge_usd_kwh', 'export_competitiveness_index', 'industrial_tariff_vs_regional_avg', 'residential_tariff_vs_regional_avg']"
407,electricsheepafrica/utility-financial-performance-africa,74,False,"['country', 'utility_name', 'year', 'utility_id', 'total_customers', 'customer_growth_pct', 'residential_customers_pct', 'commercial_customers_pct', 'industrial_customers_pct', 'energy_sold_gwh', 'energy_purchased_gwh', 'energy_losses_gwh', 'technical_losses_pct', 'commercial_losses_pct', 'total_losses_pct', 'billed_revenue_usd_million', 'collected_revenue_usd_million', 'effective_revenue_usd_million', 'uncollected_revenue_usd_million', 'collection_rate_pct', 'payment_efficiency_pct', 'credit_loss_rate_pct', 'receivables_days', 'bad_debt_provision_pct', 'total_opex_usd_million', 'opex_per_customer_usd', 'opex_per_kwh_sold_usd', 'personnel_costs_pct', 'fuel_costs_pct', 'maintenance_costs_pct', 'ebitda_usd_million', 'ebitda_margin_pct', 'operating_margin_pct', 'net_income_usd_million', 'net_margin_pct', 'return_on_assets_pct', 'total_assets_usd_million', 'total_debt_usd_million', 'total_equity_usd_million', 'debt_to_equity_ratio', 'debt_to_assets_pct', 'interest_expense_usd_million', 'interest_coverage_ratio', 'debt_service_coverage_ratio', 'capital_expenditure_usd_million', 'capex_per_customer_usd', 'capex_funded_by_internal_cash_pct', 'capex_funded_by_debt_pct', 'capex_funded_by_equity_pct', 'average_tariff_usd_kwh', 'tariff_adequacy_ratio_pct', 'cost_reflection_tariff_usd_kwh', 'subsidy_dependence_pct', 'current_ratio', 'quick_ratio', 'working_capital_usd_million', 'saifi', 'saidi_minutes', 'grid_efficiency_pct', 'employee_count', 'productivity_kwh_per_employee', 'labor_cost_per_employee_usd', 'renewable_energy_capacity_mw', 'renewable_share_pct', 'carbon_intensity_kgco2_mwh', 'regulatory_compliance_score', 'audit_findings_count', 'corporate_governance_score', 'esg_rating', 'environmental_violations_count', 'community_investment_usd', 'financial_viability_index', 'sustainability_score', 'operational_efficiency_index']"
408,electricsheepafrica/energy-investment-flows-africa,78,False,"['country', 'year', 'utility_id', 'total_capex_usd_million', 'capex_growth_rate_pct', 'capex_per_capita_usd', 'capex_to_gdp_pct', 'government_budget_allocation_usd_million', 'government_budget_share_pct', 'government_funding_source', 'donor_funding_usd_million', 'donor_share_pct', 'primary_donor', 'secondary_donor', 'private_investment_usd_million', 'private_share_pct', 'private_investor_type', 'foreign_investment_usd_million', 'utility_own_capital_usd_million', 'utility_capital_share_pct', 'retained_earnings_usd_million', 'debt_financing_usd_million', 'debt_share_pct', 'equity_financing_usd_million', 'equity_share_pct', 'project_count', 'avg_project_size_usd_million', 'large_project_count', 'large_project_value_usd_million', 'project_type_1', 'project_type_2', 'project_type_3', 'renewable_investment_usd_million', 'renewable_share_pct', 'solar_investment_usd_million', 'wind_investment_usd_million', 'hydro_investment_usd_million', 'transmission_investment_usd_million', 'distribution_investment_usd_million', 'generation_investment_usd_million', 'ppa_count', 'ppa_total_value_usd_million', 'auction_capacity_mw', 'auction_price_usd_mwh', 'grid_infrastructure_investment_usd_million', 'smart_grid_investment_usd_million', 'off_grid_investment_usd_million', 'project_pipeline_value_usd_million', 'projects_under_development', 'projects_in_pipeline', 'irr_expectation_pct', 'payback_years', 'project_return_metric', 'risk_adjusted_return_pct', 'financing_structure', 'blended_finance_share_pct', 'concessional_finance_usd_million', 'implementation_progress_pct', 'projects_completed_count', 'projects_under_construction_count', 'projects_in_planning_count', 'job_creation_estimate', 'direct_jobs', 'indirect_jobs', 'environmental_co_benefits_tco2', 'energy_access_beneficiaries', 'rural_electrification_beneficiaries', 'technical_assistance_usd_million', 'capacity_building_investment_usd_million', 'regulatory_approval_status', 'environmental_clearance', 'land_acquisition_status', 'currency_risk', 'political_risk_score', 'country_risk_rating', 'investment_climate_score', 'ease_of_doing_business_rank', 'energy_sector_regulation_quality']"
