subset,category,test_fold,model,mse,mae
6,all,2,gam,0.5095532667894362,0.5478639110243106
6,same,2,featureless,0.46938611475344494,0.4150444923808867
6,same,2,linear,0.22243363185024284,0.2885568204504344
6,same,2,gam,0.452844264891475,0.41156467737895897
6,other,2,featureless,0.3741876446754764,0.4150444923808867
6,other,2,linear,0.30889537231702796,0.4467997207453557
6,other,2,gam,0.5095623033811302,0.5478704064114254
6,all,3,featureless,0.03570842799973862,0.18235192117023313
6,all,3,linear,0.007159204077474261,0.06570020135956332
6,all,3,gam,0.014500338108221893,0.08334228793869768
6,same,3,featureless,0.025219338275290534,0.1574145438913646
6,same,3,linear,0.00004880991326810225,0.006457643533198637
6,same,3,gam,0.02092388937670558,0.08635773900718491
6,other,3,featureless,0.035710680524656084,0.1823554129966627
6,other,3,linear,0.007161568591513019,0.06571496301790071
6,other,3,gam,0.014502831088669425,0.08334900843721187
6,all,4,featureless,0.045694479008208895,0.2136473756789756
6,all,4,linear,0.007336091155467562,0.061704523470948854
6,all,4,gam,0.003805153768905495,0.04542800884625392
6,same,4,featureless,0.026155865002390085,0.16157532957940865
6,same,4,linear,0.037398393034743224,0.1570138896814606
6,same,4,gam,0.004902075133563877,0.05462734952251888
6,other,4,featureless,0.04569759460669375,0.21365466700495495
6,other,4,linear,0.007334673388657177,0.06169020549234138
6,other,4,gam,0.0038047376834422983,0.045426129630923746
6,all,5,featureless,0.0432408867949676,0.2074288911183091
6,all,5,linear,0.0075345411057003925,0.06087859121236352
6,all,5,gam,0.0028992909321100893,0.031832237589843056
6,same,5,featureless,0.023937700582731175,0.15402453914339395
6,same,5,linear,0.025748074602103075,0.09528709040121992
6,same,5,gam,0.014194378182488502,0.07213700284324555
6,other,5,featureless,0.04324398910781307,0.20743636899882525
6,other,5,linear,0.007532935190009857,0.06088073804140206
6,other,5,gam,0.0028983320407181714,0.031827124692066895
