subset,category,fold_id,model,downsample,seed_id,train_size,test_size,rmse,mae
win,same,5,featureless,False,0,2096,523,0.021947111934423447,0.0164218507707119
win,same,5,linear,False,0,2096,523,0.016397407539886184,0.010232814559535931
win,other,5,featureless,False,0,186207,523,0.021960338577628136,0.01633748598396778
win,other,5,linear,False,0,186207,523,0.06100839916766664,0.013524234985805787
win,all,5,featureless,False,0,188303,523,0.021960165351629257,0.016340957954525948
win,all,5,linear,False,0,188303,523,0.019754358396606993,0.013281635868372166
ant,other,1,featureless,True,1,3236,810,0.02443694695830345,0.024616394191980362
ant,other,1,linear,True,1,3236,810,0.0754132392378192,0.0315136420956828
ant,all,1,featureless,True,1,3236,810,0.024036776274442673,0.024205893278121948
ant,all,1,featureless,True,1,184780,810,0.024036776274442673,0.024205893278121948
ant,all,1,linear,True,1,3236,810,0.05095281872581254,0.024811492323673634
ant,all,1,linear,True,1,184780,810,0.05095281872581254,0.024811492323673634
ant,other,2,featureless,True,1,3236,809,0.024501677602529526,0.024531062692403793
ant,other,2,linear,True,1,3236,809,0.06918526824689754,0.03100955937376415
ant,all,2,featureless,True,1,3236,809,0.02410248853266239,0.024120423942804337
ant,all,2,featureless,True,1,184780,809,0.02410248853266239,0.024120423942804337
ant,all,2,linear,True,1,3236,809,0.029708884625515186,0.024127035764912597
ant,all,2,linear,True,1,184780,809,0.029708884625515186,0.024127035764912597
ant,other,3,featureless,True,1,3236,809,0.024499086663126945,0.024726275354623795
ant,other,3,linear,True,1,3236,809,0.060557261064573244,0.0313708436008997
ant,all,3,featureless,True,1,3236,809,0.024099688977003098,0.024315692484378815
ant,all,3,featureless,True,1,184780,809,0.024099688977003098,0.024315692484378815
ant,all,3,linear,True,1,3236,809,0.0428169137534081,0.024129848603085813
ant,all,3,linear,True,1,184780,809,0.0428169137534081,0.024129848603085813
ant,other,4,featureless,True,1,3236,809,0.02443002536892891,0.024455085396766663
ant,other,4,linear,True,1,3236,809,0.07074567325994684,0.03159707365481457
ant,all,4,featureless,True,1,3236,809,0.024029584601521492,0.024044465273618698
ant,all,4,featureless,True,1,184780,809,0.024029584601521492,0.024044465273618698
ant,all,4,linear,True,1,3236,809,0.02940803200955627,0.02513583603042463
ant,all,4,linear,True,1,184780,809,0.02940803200955627,0.02513583603042463
ant,other,5,featureless,True,1,3236,809,0.024476928636431694,0.024790257215499878
